"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"FIN","GDP","TOT","USD_CAP","A","2016",43729.994198,
"FIN","GDP","TOT","USD_CAP","A","2017",46349.07287,
"FIN","GDP","TOT","USD_CAP","A","2018",47946.243658,
"FRA","GDP","TOT","USD_CAP","A","2014",40144.059485,
"FRA","GDP","TOT","USD_CAP","A","2015",40840.848298,
"FRA","GDP","TOT","USD_CAP","A","2016",42067.267459,
"FRA","GDP","TOT","USD_CAP","A","2017",44125.387538,"P"
"FRA","GDP","TOT","USD_CAP","A","2018",45149.096054,"P"
"DEU","GDP","TOT","USD_CAP","A","2014",47190.49763,
"DEU","GDP","TOT","USD_CAP","A","2015",47979.241412,
"DEU","GDP","TOT","USD_CAP","A","2016",49921.108137,
"DEU","GDP","TOT","USD_CAP","A","2017",52574.259594,
"DEU","GDP","TOT","USD_CAP","A","2018",53749.441164,
"GRC","GDP","TOT","USD_CAP","A","2014",26838.582268,"P"
"GRC","GDP","TOT","USD_CAP","A","2015",26902.327613,"P"
"GRC","GDP","TOT","USD_CAP","A","2016",27273.87303,"P"
"GRC","GDP","TOT","USD_CAP","A","2017",28579.715733,"P"
"GRC","GDP","TOT","USD_CAP","A","2018",29592.438388,"P"
"HUN","GDP","TOT","USD_CAP","A","2014",25518.226039,
"HUN","GDP","TOT","USD_CAP","A","2015",26356.313717,
"HUN","GDP","TOT","USD_CAP","A","2016",26851.624935,
"HUN","GDP","TOT","USD_CAP","A","2017",28798.642515,
"HUN","GDP","TOT","USD_CAP","A","2018",30665.501669,
"ISL","GDP","TOT","USD_CAP","A","2014",45712.837676,
"ISL","GDP","TOT","USD_CAP","A","2015",48856.560901,
"ISL","GDP","TOT","USD_CAP","A","2016",52340.490639,
"ISL","GDP","TOT","USD_CAP","A","2017",55330.091865,
"ISL","GDP","TOT","USD_CAP","A","2018",57453.367882,
"IRL","GDP","TOT","USD_CAP","A","2014",51125.923299,
"IRL","GDP","TOT","USD_CAP","A","2015",69147.029059,
"IRL","GDP","TOT","USD_CAP","A","2016",70616.428356,
"IRL","GDP","TOT","USD_CAP","A","2017",77679.028493,
"IRL","GDP","TOT","USD_CAP","A","2018",83081.132162,
"ITA","GDP","TOT","USD_CAP","A","2014",36070.848203,
"ITA","GDP","TOT","USD_CAP","A","2015",36836.394875,
"ITA","GDP","TOT","USD_CAP","A","2016",39045.171474,
"ITA","GDP","TOT","USD_CAP","A","2017",40981.300535,
"ITA","GDP","TOT","USD_CAP","A","2018",41626.025028,
"JPN","GDP","TOT","USD_CAP","A","2014",39183.465681,
"JPN","GDP","TOT","USD_CAP","A","2015",40406.095333,
"JPN","GDP","TOT","USD_CAP","A","2016",41138.003461,
"JPN","GDP","TOT","USD_CAP","A","2017",41985.386939,
"JPN","GDP","TOT","USD_CAP","A","2018",42823.090453,"E"
"KOR","GDP","TOT","USD_CAP","A","2014",33587.357693,
"KOR","GDP","TOT","USD_CAP","A","2015",35760.697299,
"KOR","GDP","TOT","USD_CAP","A","2016",37142.620555,
"KOR","GDP","TOT","USD_CAP","A","2017",38839.360233,"P"
"KOR","GDP","TOT","USD_CAP","A","2018",40096.441649,"E"
"LUX","GDP","TOT","USD_CAP","A","2014",100933.604548,
"LUX","GDP","TOT","USD_CAP","A","2015",102817.285634,
"LUX","GDP","TOT","USD_CAP","A","2016",104702.347523,
"LUX","GDP","TOT","USD_CAP","A","2017",107525.195588,
"LUX","GDP","TOT","USD_CAP","A","2018",110906.3924,
"MEX","GDP","TOT","USD_CAP","A","2014",18167.517949,
"MEX","GDP","TOT","USD_CAP","A","2015",18438.044081,
"MEX","GDP","TOT","USD_CAP","A","2016",18968.923105,"P"
"MEX","GDP","TOT","USD_CAP","A","2017",19654.840409,"P"
"MEX","GDP","TOT","USD_CAP","A","2018",20144.745005,"E"
"NLD","GDP","TOT","USD_CAP","A","2014",49233.230349,
"NLD","GDP","TOT","USD_CAP","A","2015",50301.845624,
"NLD","GDP","TOT","USD_CAP","A","2016",51339.511031,
"NLD","GDP","TOT","USD_CAP","A","2017",54504.011325,"P"
"NLD","GDP","TOT","USD_CAP","A","2018",56325.699457,"P"
"NZL","GDP","TOT","USD_CAP","A","2014",37060.926566,
"NZL","GDP","TOT","USD_CAP","A","2015",37158.228941,
"NZL","GDP","TOT","USD_CAP","A","2016",38783.732648,
"NZL","GDP","TOT","USD_CAP","A","2017",40120.546211,"E"
"NZL","GDP","TOT","USD_CAP","A","2018",40713.122221,"E"
"NOR","GDP","TOT","USD_CAP","A","2014",66018.42418,
"NOR","GDP","TOT","USD_CAP","A","2015",60492.073092,
"NOR","GDP","TOT","USD_CAP","A","2016",58121.992256,
"NOR","GDP","TOT","USD_CAP","A","2017",62182.466789,
"NOR","GDP","TOT","USD_CAP","A","2018",65602.902893,
"POL","GDP","TOT","USD_CAP","A","2014",25297.950445,
"POL","GDP","TOT","USD_CAP","A","2015",26528.815751,
"POL","GDP","TOT","USD_CAP","A","2016",27405.564854,
"POL","GDP","TOT","USD_CAP","A","2017",29582.639838,
"POL","GDP","TOT","USD_CAP","A","2018",30988.486785,
"PRT","GDP","TOT","USD_CAP","A","2014",28746.525806,
"PRT","GDP","TOT","USD_CAP","A","2015",29684.636594,
"PRT","GDP","TOT","USD_CAP","A","2016",31041.873367,
"PRT","GDP","TOT","USD_CAP","A","2017",32554.275247,"P"
"PRT","GDP","TOT","USD_CAP","A","2018",33034.624126,"E"
"SVK","GDP","TOT","USD_CAP","A","2014",28928.17644,
"SVK","GDP","TOT","USD_CAP","A","2015",29699.535053,
"SVK","GDP","TOT","USD_CAP","A","2016",30895.954207,
"SVK","GDP","TOT","USD_CAP","A","2017",32376.225271,
"SVK","GDP","TOT","USD_CAP","A","2018",33923.457111,
"ESP","GDP","TOT","USD_CAP","A","2014",33728.362719,
"ESP","GDP","TOT","USD_CAP","A","2015",35054.493294,
"ESP","GDP","TOT","USD_CAP","A","2016",36742.506097,"P"
"ESP","GDP","TOT","USD_CAP","A","2017",39087.059927,"P"
"ESP","GDP","TOT","USD_CAP","A","2018",39907.563338,"P"
"SWE","GDP","TOT","USD_CAP","A","2014",46572.505607,
"SWE","GDP","TOT","USD_CAP","A","2015",48436.904818,
"SWE","GDP","TOT","USD_CAP","A","2016",49083.989701,
"SWE","GDP","TOT","USD_CAP","A","2017",51404.774003,
"SWE","GDP","TOT","USD_CAP","A","2018",52766.471992,
"CHE","GDP","TOT","USD_CAP","A","2014",61902.16174,
"CHE","GDP","TOT","USD_CAP","A","2015",63938.958241,
"CHE","GDP","TOT","USD_CAP","A","2016",64215.84264,
"CHE","GDP","TOT","USD_CAP","A","2017",66299.622176,
"CHE","GDP","TOT","USD_CAP","A","2018",67961.06003,"P"
"TUR","GDP","TOT","USD_CAP","A","2014",23982.612542,
"TUR","GDP","TOT","USD_CAP","A","2015",25727.604649,
"TUR","GDP","TOT","USD_CAP","A","2016",26329.753362,
"TUR","GDP","TOT","USD_CAP","A","2017",28152.446246,
"TUR","GDP","TOT","USD_CAP","A","2018",28205.248684,"E"
"GBR","GDP","TOT","USD_CAP","A","2014",40877.728499,
"GBR","GDP","TOT","USD_CAP","A","2015",42055.079927,
"GBR","GDP","TOT","USD_CAP","A","2016",42942.903859,
"GBR","GDP","TOT","USD_CAP","A","2017",44909.092275,
"GBR","GDP","TOT","USD_CAP","A","2018",45504.844246,
"USA","GDP","TOT","USD_CAP","A","2014",54935.200484,
"USA","GDP","TOT","USD_CAP","A","2015",56700.880423,
"USA","GDP","TOT","USD_CAP","A","2016",57797.462214,
"USA","GDP","TOT","USD_CAP","A","2017",59774.264302,
"USA","GDP","TOT","USD_CAP","A","2018",62479.726351,"E"
"CHL","GDP","TOT","USD_CAP","A","2014",22687.93302,
"CHL","GDP","TOT","USD_CAP","A","2015",22593.27296,
"CHL","GDP","TOT","USD_CAP","A","2016",22788.342414,
"CHL","GDP","TOT","USD_CAP","A","2017",24180.790551,
"CHL","GDP","TOT","USD_CAP","A","2018",25167.648316,"E"
"EST","GDP","TOT","USD_CAP","A","2014",28936.529789,
"EST","GDP","TOT","USD_CAP","A","2015",29259.841707,
"EST","GDP","TOT","USD_CAP","A","2016",30894.950595,
"EST","GDP","TOT","USD_CAP","A","2017",33493.189903,
"EST","GDP","TOT","USD_CAP","A","2018",35498.182635,
"ISR","GDP","TOT","USD_CAP","A","2014",34277.842161,
"ISR","GDP","TOT","USD_CAP","A","2015",35527.26299,
"ISR","GDP","TOT","USD_CAP","A","2016",37524.921867,
"ISR","GDP","TOT","USD_CAP","A","2017",38886.059299,
"ISR","GDP","TOT","USD_CAP","A","2018",39835.041552,"E"
"SVN","GDP","TOT","USD_CAP","A","2014",30847.290991,
"SVN","GDP","TOT","USD_CAP","A","2015",31649.042275,
"SVN","GDP","TOT","USD_CAP","A","2016",33190.576449,
"SVN","GDP","TOT","USD_CAP","A","2017",36163.356129,
"SVN","GDP","TOT","USD_CAP","A","2018",38134.485845,
"OECD","GDP","TOT","USD_CAP","A","2014",40162.202579,"P"
"OECD","GDP","TOT","USD_CAP","A","2015",41336.802383,"P"
"OECD","GDP","TOT","USD_CAP","A","2016",42443.815651,"P"
"OECD","GDP","TOT","USD_CAP","A","2017",44263.608498,"E"
"OECD","GDP","TOT","USD_CAP","A","2018",45650.756312,"E"
"LVA","GDP","TOT","USD_CAP","A","2014",23802.37063,
"LVA","GDP","TOT","USD_CAP","A","2015",24726.183359,
"LVA","GDP","TOT","USD_CAP","A","2016",25842.558023,
"LVA","GDP","TOT","USD_CAP","A","2017",28378.067363,
"LVA","GDP","TOT","USD_CAP","A","2018",30697.938789,
"LTU","GDP","TOT","USD_CAP","A","2014",28174.261013,
"LTU","GDP","TOT","USD_CAP","A","2015",28910.313856,
"LTU","GDP","TOT","USD_CAP","A","2016",30299.959291,
"LTU","GDP","TOT","USD_CAP","A","2017",33324.958897,
"LTU","GDP","TOT","USD_CAP","A","2018",35210.051667,
